Datetime,Tweet Id,Text
2021-04-02 19:41:12,1378070026809450503,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 18:09:34,1378046966064627714,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 17:57:28,1378043922535047174,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 17:55:53,1378043525242179588,RT @FelisRufus35: @stevenjp8810 @Delta the GOP isn't suppressing voters. the DNC is. look at what the Democrats pulled during the 2020 elec…
2021-04-02 17:48:43,1378041720651194375,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 17:47:55,1378041518225825798,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 17:35:31,1378038396719783937,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 17:19:55,1378034472285659137,RT @StoryDems: @redknitterPNW @DNCWarRoom @washdems @POTUS Thanks for asking. They were pushing a bill in the House. https://t.co/rMByLsZGO…
2021-04-02 16:48:48,1378026639616061444,"I'm amazed there's so little pushback vs an absolute coup 

...done w/military support in USA!
2020 Election result… https://t.co/urNhUfDglI"
2021-04-02 16:47:22,1378026280738725890,"Wisconsin Is Trying to Make Trump Pay $145,000 in Attorneys’ Fees for Filing Election Lawsuit That Was ‘Bereft of L… https://t.co/O11kfIddwB"
2021-04-02 16:38:36,1378024073226227714,@redknitterPNW @DNCWarRoom @washdems @POTUS Thanks for asking. They were pushing a bill in the House.… https://t.co/jy54vvGIs5
2021-04-02 16:25:06,1378020675588390916,@tbonier That's the USA Today positions:  1/3 https://t.co/M1csypdcLx
2021-04-02 16:19:59,1378019387983155201,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:19:13,1378019195783372813,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:18:30,1378019018058080256,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:14:00,1378017883226259457,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:13:00,1378017633312808962,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:12:55,1378017612513357825,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:11:53,1378017353015947267,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:11:38,1378017287635152898,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 16:09:33,1378016764747997188,Remember when Xi gave Ivanka all the trade marks including one for voting machines? Former guy &amp; his minions making… https://t.co/4QKOATcYfd
2021-04-02 15:47:46,1378011283736293377,"RT @CortesSteve: Recall that the oligarchs of Big Tech aggressively hid &amp; censored this entire story, using the ludicrous ruse of “Russian…"
2021-04-02 15:46:58,1378011079297671168,"@BreitbartNews The fact-checkers did their job and found this to be true. It’s simple:

1. 2020 massive election tu… https://t.co/wXwz9gOGkN"
2021-04-02 14:40:30,1377994352614633476,"And in the end 2020 Election is null and void.

Then why not fix and so over?

Ga. Judge Dials Back Activists’ Dema… https://t.co/6uQSSk9rs0"
2021-04-02 14:40:21,1377994314626834434,"RT @AriesaSandino: GO, Wisconsin!

Gov Tony Evers has asked a federal judge to order Trump to cover $145K in legal fees the state spent to…"
2021-04-02 14:31:09,1377992001627463686,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 14:11:31,1377987058937950211,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 13:45:37,1377980542243721218,@GreaterGeorgia @RyanAFournier 2020 election results not done yet as USA Constitution orders legal Votes only so il… https://t.co/vL292H0CUy
2021-04-02 13:39:33,1377979016012005381,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 13:39:07,1377978905374511106,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 13:12:22,1377972172304568321,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 13:11:10,1377971872202027009,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 13:00:01,1377969064312766466,"RT @AriesaSandino: GO, Wisconsin!

Gov Tony Evers has asked a federal judge to order Trump to cover $145K in legal fees the state spent to…"
2021-04-02 12:49:00,1377966292775415811,"GO, Wisconsin!

Gov Tony Evers has asked a federal judge to order Trump to cover $145K in legal fees the state spen… https://t.co/R4eTL3Csf6"
2021-04-02 12:33:50,1377962478940909570,"RT @mschlapp: They tried to silence us on 2020 historic levels of election fraud 

They intimidated judges and elected officials 

Now majo…"
2021-04-02 12:01:57,1377954454339776513,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 11:50:50,1377951656306937863,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 11:45:02,1377950194176770051,"RT @zen4ever2us: Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in legal fees…"
2021-04-02 11:39:00,1377948676039929858,"Wisconsin’s Democratic Governor Tony Evers has asked a federal judge to order Donald Trump to cover $145,000 in leg… https://t.co/z00B8DGMY9"
2021-04-02 10:07:39,1377925689576321033,Statistical analysis of the results of the 2020 election suggests that the opinion that the USA should buy Greenlan… https://t.co/t7XhKoiiy7
2021-04-02 10:06:36,1377925422797701122,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-02 09:55:29,1377922627818381314,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-02 08:41:22,1377903975572381697,"RT @StephenChelotti: @GeanieWMorrison @JohnCornyn There has been no evidence of any fraud!

Wait.

That isn’t true.

https://t.co/kiR0VMOjL…"
2021-04-02 07:58:23,1377893155836735488,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-02 07:25:08,1377884791081668608,@thedoctor14540 @BotetJosette @dr_l_alexandre @pfizer @raoult_didier C’est drôle c’est gens qui soutiennent des men… https://t.co/XpU18ig8ln
2021-04-02 06:24:27,1377869520287657984,@AxtraDax @theheraldsun too much influencing can happen where 10 people have 20 accounts each comment swarm... this… https://t.co/ciQbW6M5q0
2021-04-02 06:03:07,1377864148600639488,RT @SBachiler: @Doranimated @AnnCoulter I am thinking Yamamoto after Pearl. The USA was isolationist for 20 years prior and in the face of…
2021-04-02 03:12:13,1377821143038590980,"Admit it was a #BigLie or you are a part of the #BigLie 

#TrumpLost a free &amp; fair election.

https://t.co/Sdpo6YrUAy"
2021-04-02 03:08:46,1377820275442606084,@Doranimated @AnnCoulter I am thinking Yamamoto after Pearl. The USA was isolationist for 20 years prior and in the… https://t.co/CT4ToD7d1E
2021-04-02 03:01:25,1377818423959252996,@_wade_thomas @christopstewart @RitaPanahi @marceelias Republicans largely disfavor mail-in voting (even in a pande… https://t.co/jmNtBOEzgC
2021-04-02 00:38:14,1377782388705660928,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-02 00:26:03,1377779325307604996,https://t.co/7GMkvWWswL https://t.co/cmlI6vpmAQ
2021-04-01 23:37:20,1377767065457725446,Check out Bernie Sanders - 2020 USA Election Topps NOW Trading Card 21  https://t.co/2bJwMK14FA via @eBay #OpeningDay
2021-04-01 23:36:08,1377766763639754754,Check out Lady Gaga - 2020 USA Election Topps NOW Trading Card 1  https://t.co/4K8uxkUNRy via @eBay #OpeningDay
2021-04-01 21:36:29,1377736649677934595,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 20:23:50,1377718367612776449,"@vilijijitjr @jneff1111 @latimes They only believe Trump's 50,000 lies, not facts. That must have been one of them.
https://t.co/t9nIEYOZz6"
2021-04-01 20:17:36,1377716798943064068,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 20:13:22,1377715732708986881,"April 1st fool day should be changed to the election day of November 03,...since the 2020 election was the biggest… https://t.co/pfYiCnXryP"
2021-04-01 19:59:14,1377712179604955137,...criminal acts that is or sort of like a criminal illegitimate president Biden is now legal because the James Com… https://t.co/PhS2BZ0AxT
2021-04-01 19:51:10,1377710146042933253,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 19:39:16,1377707154413600774,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 18:48:53,1377694471744184323,@4YrsToday You have to show id for a multitude of things. The USA 🇺🇸 election isn’t one? Come on. This is however t… https://t.co/G5bEuRki8Y
2021-04-01 18:12:34,1377685333962330119,@pcvagop @ProjectVirginia It still must be enforced. Many states had acceptable election laws but didn’t enforce th… https://t.co/TLhxcEDaLf
2021-04-01 18:05:01,1377683434538070019,"Poll Project USA - APRIL 2020 UPDATE:

- From now on, approval polls and election race polls will include shifts fr… https://t.co/MBHAEbNH0k"
2021-04-01 17:46:49,1377678854609899520,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 17:45:51,1377678610098716673,RT @tokitaeII: The GA House passed a bill to punish Delta by eliminating tax breaks for jet fuel after Delta CEO said GA's new voter suppre…
2021-04-01 17:08:54,1377669310487920647,RT @disclosetv: JUST IN - Arizona's Maricopa County Board of Supervisors reportedly called an emergency meeting this morning over the upcom…
2021-04-01 16:35:54,1377661009079504903,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 16:34:40,1377660698692476928,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 16:24:01,1377658016993050625,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 16:23:11,1377657807336480770,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 16:21:54,1377657483712462852,"RT @NiezalenyM: Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów próbował prz…"
2021-04-01 16:21:31,1377657388052983814,"Następny film Mika Lindell naukowo potwierdzający fałszowane wybory prezydenckie w USA. 
Na jesień będzie znów prób… https://t.co/JIprgcelVl"
2021-04-01 16:16:57,1377656238360657922,"""Where Was the FBI?  Where Were the Courts? Where Was the Legislature?"" - Professor and Attorney David Clements on… https://t.co/MBG2sj4cxH"
2021-04-01 15:44:58,1377648188434300938,https://t.co/2FmO6ydUXH this is the follow up to absolute proof concerning USA presidential election 2020.
2021-04-01 15:19:16,1377641722197458948,"RT @BeAccountable4u: The members of this board should be removed from USA shipped to Venezuela

BREAKING: Arizona's Maricopa County Board o…"
2021-04-01 15:14:59,1377640644215242754,"RT @BeAccountable4u: The members of this board should be removed from USA shipped to Venezuela

BREAKING: Arizona's Maricopa County Board o…"
2021-04-01 15:09:27,1377639250498363394,"The members of this board should be removed from USA shipped to Venezuela

BREAKING: Arizona's Maricopa County Boar… https://t.co/68C0uI82G6"
2021-04-01 14:53:00,1377635110363623424,"RT @brahmresnik: BREAKING Arizona Senate Republicans hire 4 firms to audit Maricopa County 2020 presidential election, including hand recou…"
2021-04-01 14:20:26,1377626917646573581,GUESS WHAT? Donald J Trump won the 2020 election by a massive landslide! We cannot let this fraudulent evil Biden A… https://t.co/uigY2KwlNI
2021-04-01 13:19:02,1377611462768799745,This for all ones crying about new voters laws. We people demand &amp; want new votersy laws. So USA as  country has tr… https://t.co/SQNWMleS5q
2021-04-01 13:07:39,1377608597618761738,@PondSagg Xi is part of the collapse of the USA.  #Trump seriously impeded those efforts hence the great election h… https://t.co/uTrRvjats6
2021-04-01 12:43:17,1377602468717137925,RT @julie_kelly2: Everyone on the Right who partnered with the Left to insist the 2020 election was on the square owns this. Fortune 500 co…
2021-04-01 11:50:48,1377589258706280451,"RT @WSjp_insight: World🌐世界情勢等🗺️Vol.8🇺🇸https://t.co/RUUtYhCSm2
54 Montenegro esports OH,TN,UT,NM,ID,CO,IN,KY,TX,FL Quebec,Inuit
53 OnlineChe…"
2021-04-01 09:28:32,1377553458471964673,"RT @WSjp_insight: @Medium 🇮🇪IE’s #GE2020–Considering fixed #stereotypes/#prejudices&amp; #people's will
English🇺🇸https://t.co/k9JWH0EDCF
seems…"
2021-04-01 08:18:00,1377535706386599936,"RT @WSjp_insight: Vol.1 Southeast Gulf states:SC,SouthCarolina GA,Georgia FL,Florida AL,Alabama MS,Mississippi🇺🇸#politics #economy #history…"
2021-04-01 08:13:12,1377534497126768641,Voter integrity &amp; voter ID are essential if the USA doesn’t want a repeat of election 2020. Everyone who believes i… https://t.co/K75niQgi4I
2021-04-01 06:39:29,1377510915172630532,Only $640 Billion of the Leftists Democrats $2 Trillion plan goes for Infrastructure. Most of the money goes to pay… https://t.co/HGzr66vezn
2021-04-01 05:44:38,1377497111588126723,We need a Forensic Audit of every State in USA.  Why was 2010 census used to change algorithms in 2020 election. 👀👀… https://t.co/erdaLAJJ6s
2021-04-01 04:37:27,1377480202608119812,Check out Bernie Sanders - 2020 USA Election Topps NOW Trading Card 21  https://t.co/2bJwMK14FA via @eBay #OpeningDay
2021-04-01 03:50:00,1377468262435409923,Scientific proof that the election of 2020 was stollen by democrats.l in the USA https://t.co/RmfEBpeaAv
2021-04-01 02:55:12,1377454469617610755,RT @TrumpWarRoom: 🚨Arizona Senate hires four firms to audit Maricopa County 2020 election🚨 https://t.co/48cLF4VIOR
2021-04-01 02:37:37,1377450045683888133,@ProgressPotato @MarcFish15 Well I voted for Sanders again in 2020 but they nominated Biden. I see the Republican p… https://t.co/8BuTzxmOPm
2021-04-01 02:25:00,1377446870050611202,RT @Kennykwh1120: COVID VIRUS was sent to USA by DESIGN as last ditch effort with single goal for Democrats to use MAIL-IN ballots in order…
2021-04-01 02:12:54,1377443827867287556,New video on voter fraud in 2020 election! Lot of people need to join Bernie Madoff in prison and some need to face… https://t.co/NNzJUAs4oc
2021-04-01 02:09:16,1377442913794158596,RT @Kennykwh1120: COVID VIRUS was sent to USA by DESIGN as last ditch effort with single goal for Democrats to use MAIL-IN ballots in order…
2021-04-01 02:03:13,1377441389013823495,COVID VIRUS was sent to USA by DESIGN as last ditch effort with single goal for Democrats to use MAIL-IN ballots in… https://t.co/y3iqEgmU6H
2021-04-01 00:01:36,1377410784775442434,Even after losing the 2020 Election Donald Trump cannot refrain from repeating the lies of voter fraud. He is the m… https://t.co/XPMm1r5Qtp
2021-03-31 23:33:20,1377403670661226497,RT @mail_american: 40 states have either passed or have bills moving forward to address the election irregularities of 2020. There are 50 s…
2021-03-31 23:27:27,1377402189564403713,Check out Lady Gaga - 2020 USA Election Topps NOW Trading Card 1  https://t.co/4K8uxkDcsY #OpeningDay
2021-03-31 23:18:30,1377399935650340867,RT @JennaEllisEsq: 🚨BREAKING: Arizona Senate hires auditor to review 2020 election in Maricopa County #ElectionIntegrity https://t.co/8Lbys…
2021-03-31 22:38:21,1377389832238891011,"@ItsSlmple @_CarlGerber @charliekirk11 Sure, but it's not rampant and widespread enough to have a serious effect on… https://t.co/Wx6ykZoGvs"
2021-03-31 21:07:56,1377367079012036608,@Hfitch @nixonfoundation @mikepompeo @PayPal @robertcobrien FBI Director Wray warned us in testimony to Congress ju… https://t.co/C8WvlRpoQd
2021-03-31 19:47:40,1377346879449628672,@tedcruz @GOP  @azcentral @DeseretNews @LasVegasSun @nypost @DailyMailUK @FoxNews @CBNNews @ABC @NPR @Twitter… https://t.co/FkCHsrxprB
2021-03-31 18:26:41,1377326500177920007,"#2020, #election, #election2020, #america, #politico, #environment, #vote, #legislation, #USA, #congress, #news,… https://t.co/2kUDyrTtIq"
2021-03-31 18:20:05,1377324838956728328,@Knight2Archer @arghtee1er @OoohNoMrBill @nickisnest @Jim_Jordan Not so many people what if you talking about peopl… https://t.co/NhcOMlUWA1
2021-03-31 18:17:34,1377324205386174469,"#republicans, #democrats, #independents, #POTUS, #2020, #election, #election2020, #america, #politico, #environment… https://t.co/peOgYB2u84"
2021-03-31 18:10:46,1377322493304786950,"#2020, #election, #election2020, #america, #politico, #environment, #vote, #legislation, #USA, #congress, #news,… https://t.co/qOIwfhWbw2"
2021-03-31 15:35:18,1377283367947886595,80+ mill came out in 2020 for DJT &amp; they STOLE by FRAUD the election with evil deeds. What makes you think there co… https://t.co/0Eh3Yq5u5a
2021-03-31 13:50:27,1377256981677797376,"CODE HOSING USA..CODE MOVES AND MAKES MONEY 
RT @Recode: The 500 wealthiest people in the world saw their net worth… https://t.co/MoaKrUt2Se"
2021-03-31 13:00:45,1377244475609784326,"The election of November 2020.
People must return to WORK Covid or no Covid-19.
You were hired to MOTIVATE a discou… https://t.co/ASYuJvChwC"
2021-03-31 12:17:23,1377233559702937610,Lawsuit states #Trump stoked violence throughout the 2020 presidential campaign and escalated his false assertion t… https://t.co/44anXOhuIM
2021-03-31 08:28:30,1377175961632862213,"Rubbish, Joe Biden was never in charge of anything. He had Dementia throughout the run up to the 2020 election. Tim… https://t.co/04RRJyt2jy"
2021-03-31 03:52:57,1377106615313199105,"@JasonLSullivan_ @3peppersalsa ²prevent a REPEAT of stolen
election (2020-11-03), #USA🇺🇸
ought²switch over to the
e… https://t.co/eYA7lObUWb"
2021-03-31 03:04:05,1377094317530083328,"@blain_frank @WGExaggerator @VanJones68 Furthermore,  no excuse absentee voting wasn’t the exception, it’s the norm… https://t.co/jjUvJ9WKBT"
2021-03-31 01:30:01,1377070644916060162,USA un nombre croissant d'États soulèvent de sérieuses questions sur l'intégrité des élections de 2020. En conséque… https://t.co/jsJkf2M6kP
2021-03-31 01:25:22,1377069475485208577,How in the heck can ANYONE believe the 2022 election will be any different from the 2020 election?  We all know vot… https://t.co/KMC9Xd9ooT
2021-03-31 00:48:58,1377060314731057152,"RT @FRANKAHMAD13: @deLIBERnATION WHO
KILLED

TRUMPS KNOW
TRUMP *KILLED MILLION

INNOCENT** AMERICANs
TRUMP  WAS ..
PRESIDENT   USA Year 202…"
2021-03-31 00:47:54,1377060048556331011,"@deLIBERnATION WHO
KILLED

TRUMPS KNOW
TRUMP *KILLED MILLION

INNOCENT** AMERICANs
TRUMP  WAS ..
PRESIDENT   USA Ye… https://t.co/5psosDFymC"
2021-03-31 00:43:58,1377059055898873857,"RT @world1freedom: (Child+Young) Voters, To Become An US Presidential Power In An Entire United (USA+World), in 2020-November; And, (@JoeBi…"
2021-03-31 00:42:12,1377058611860537345,"(Child+Young) Voters, To Become An US Presidential Power In An Entire United (USA+World), in 2020-November; And, (… https://t.co/pvgsebGkeG"
2021-03-30 21:38:02,1377012267837923329,The 2020 #COVID19 relief package introduced a #taxpayer-favorable change related to the real property trade or busi… https://t.co/BdKxMzzYkK
2021-03-30 20:48:02,1376999681293750272,"Red counties in 2020 Presidential Election counted for 29% of USA GDP, 71% of the GDP came from Blue Counties"
2021-03-30 20:36:27,1376996766038507525,"@OZooly @erinreportsTV THE 2020 ELECTION WAS FOR PRESIDENCY OF 
USA INC.

USA INC. HAS BEEN DISSOLVED SINCE JANUARY… https://t.co/tcW7ce1tKY"
2021-03-30 19:35:02,1376981310217015302,@gideon_ @Sacro @alankshort @acgrayling What is the point of complaining about a result that was democratically ach… https://t.co/6VSIZIm5eK
2021-03-30 19:22:22,1376978122302746634,@Sacro @alankshort @gideon_ @acgrayling This is not the first time and it won't be the last when a losing side in a… https://t.co/SxApZF9slj
2021-03-30 18:40:55,1376967693698486277,RT @EACgov: #DYK: The 2020 #VotingAccessStudy found that five of six voters with a disability voted independently without any difficulties…
2021-03-30 18:37:15,1376966771731730435,RT @EACgov: #DYK: The 2020 #VotingAccessStudy found that five of six voters with a disability voted independently without any difficulties…
2021-03-30 17:47:10,1376954164912136193,Best results of 2020 @POTUS Election is that USA has proved our solid foundation of the Constitution works and We t… https://t.co/fGCYibo48z
2021-03-30 17:26:04,1376948858161401859,"@GeanieWMorrison @JohnCornyn There has been no evidence of any fraud!

Wait.

That isn’t true.… https://t.co/OLVQmzYfqt"
2021-03-30 17:06:13,1376943860182609922,"@laurenboebert 2020 was one of the cleanest elections in USA history, as trump's guy overseeing the election made clear."
2021-03-30 16:41:01,1376937520072695808,#DYK: The 2020 #VotingAccessStudy found that five of six voters with a disability voted independently without any d… https://t.co/LpGQezS97B
2021-03-30 16:37:13,1376936564073377798,"@AshleyS74953512 @cheapniz @DonaldJTrumpJr “Leftist judges”
You are the definition of #Sheeple 

https://t.co/nwoGeBjr1u"
2021-03-30 14:24:10,1376903077911990273,(2/2) for #POTUS in 2016 or when @LarrySharpe ran for governor of #NY (2018) or in the 2020 election cycle? I hope… https://t.co/ED2FCYjTUg
2021-03-30 14:12:55,1376900246832304128,RT @tribelaw: Racketeering charges against Trump and his cronies for conspiring to steal the votes of Georgia citizens in the 2020 election…
